year,lat,lon,dataset,PS_pathway,species,Genus,epithet,little_d13,big_D13,phosphorus,myco_type,N_fix,tmp,par,vpd,z,pre_mean,nitrogen_0.5cm,nitrogen_15.30cm,nitrogen_30.60cm,nitrogen_5.15cm,soc_0.5cm,soc_15.30cm,soc_30.60cm,soc_5.15cm,awi_pm_sr_yr,pet_pm_sr_yr,CO2
2021,29.86,-97.21,Texas,C3,Ambrosia psilostachya,Ambrosia,psilostachya,-31.30333333,24.05633333,2.9286,AM,NA,20.67395833,847.4902608,0.751844113,125,943.6375001,3.5,1,0.400000006,0.899999976,33.90000153,8.100000381,5.099999905,12.69999981,5563,1716,416.4508333
2021,29.86,-96.71,Texas,C3,Ambrosia psilostachya,Ambrosia,psilostachya,-32.07666667,24.87466667,2.043,AM,NA,20.88407738,841.4919969,0.759502038,95,1010.810717,3.400000095,0.800000012,0.5,0.899999976,36.90000153,8.699999809,4.800000191,11.39999962,5922,1725,416.4508333
2021,29.88,-95.31,Texas,C3,Ambrosia psilostachya,Ambrosia,psilostachya,-31.86333333,24.649,15.56,AM,NA,20.57202381,833.7015577,0.642999751,14,1217.976784,NA,NA,NA,NA,NA,NA,NA,NA,7259,1654,416.4508333
2021,30.52,-96.21,Texas,C3,Ambrosia psilostachya,Ambrosia,psilostachya,-30.64666667,23.363,2.043,AM,NA,20.17619048,837.3860092,0.757467644,93,1062.762501,3.700000048,0.600000024,0.5,0.899999976,31.60000038,8.199999809,5,10.30000019,6258,1656,416.4508333
2021,30.82,-98.06,Texas,C3,Ambrosia psilostachya,Ambrosia,psilostachya,-30.5875,23.30025,5.38,AM,NA,18.56785714,856.651273,0.709246532,353,782.696429,3,1.200000048,0.800000012,1.700000048,30,11.19999981,7,19.79999924,4137,1899,416.4508333
2021,30.84,-98.34,Texas,C3,Ambrosia psilostachya,Ambrosia,psilostachya,-30.35666667,23.057,5.38,AM,NA,18.56785714,856.651273,0.709246532,353,782.696429,3.5,1.100000024,0.699999988,1.5,55.59999847,12.80000019,6.300000191,17.89999962,4061,1863,416.4508333
2021,30.93,-96.23,Texas,C3,Ambrosia psilostachya,Ambrosia,psilostachya,-31.78,24.56033333,3.46365,AM,NA,20.17619048,837.3860092,0.757467644,93,1062.762501,3.599999905,0.600000024,0.400000006,0.800000012,33.79999924,7.900000095,4.900000095,10.5,5877,1706,416.4508333
2021,30.93,-96.23,Texas,C3,Argemone albiflora,Argemone,albiflora,-30.99333333,23.729,3.46365,NM-AM,NA,20.17619048,837.3860092,0.757467644,93,1062.762501,3.599999905,0.600000024,0.400000006,0.800000012,33.79999924,7.900000095,4.900000095,10.5,5877,1706,416.4508333
2021,29.96,-98.17,Texas,C3,Prosopis glandulosa,Prosopis,glandulosa,-28.09666667,20.67766667,3.200000048,AM,Fixers,19.94657738,848.1380549,0.775779959,291,847.4642838,3.700000048,1.200000048,0.699999988,1.600000024,39.29999924,10.30000019,6.800000191,17.89999962,4692,1851,416.4508333
2021,30.01,-98.32,Texas,C3,Asclepias latifolia,Asclepias,latifolia,-27.76666667,20.33133333,3.200000048,AM,NA,19.10669643,852.7602385,0.736796553,366,855.0928567,3.599999905,1.200000048,0.699999988,1.600000024,34,10.30000019,7,19.89999962,4665,1862,416.4508333
2021,29.85,-99.3,Texas,C3,Asclepias syriaca,Asclepias,syriaca,-29.13,21.76466667,2.6211,AM,NA,19.89434524,851.125443,0.89534167,509,641.5000005,2.799999952,1,0.699999988,1.5,45.29999924,11.30000019,6.599999905,17.5,3697,1930,416.4508333
2021,30.06,-99.34,Texas,C3,Asclepias syriaca,Asclepias,syriaca,-28.07666667,20.65666667,2.6211,AM,NA,18.67782738,858.2821262,0.801866747,612,675.6767854,4.099999905,1.100000024,0.699999988,1.700000048,51.59999847,12.10000038,7.5,19.79999924,3761,1921,416.4508333
2021,30.28,-96.41,Texas,C3,Asclepias syriaca,Asclepias,syriaca,-29.31333333,21.95733333,2.043,AM,NA,20.74732143,835.1717795,0.78112629,76,1097.592857,3.200000048,0.699999988,0.5,0.899999976,33.90000153,7.800000191,4.800000191,10.89999962,6255,1689,416.4508333
2021,30.82,-98.06,Texas,C3,Asclepias syriaca,Asclepias,syriaca,-28.2425,20.831,5.38,AM,NA,18.56785714,856.651273,0.709246532,353,782.696429,3,1.200000048,0.800000012,1.700000048,30,11.19999981,7,19.79999924,4137,1899,416.4508333
2021,31.06,-97.55,Texas,C3,Asclepias syriaca,Asclepias,syriaca,-29.202,21.84,3.46365,AM,NA,19.36473214,858.8850593,0.792438725,270,817.6892848,4,1,0.699999988,1.5,37.09999847,11.19999981,7.099999905,16.70000076,4462,1855,416.4508333
2021,29.86,-96.71,Texas,C3,Callicarpa americana,Callicarpa,americana,-29.35,21.99633333,2.043,AM,NA,20.88407738,841.4919969,0.759502038,95,1010.810717,3.400000095,0.800000012,0.5,0.899999976,36.90000153,8.699999809,4.800000191,11.39999962,5922,1725,416.4508333
2021,30.52,-96.21,Texas,C3,Mimosa spp.,Mimosa,spp.,-30.03,22.712,2.043,AM,Fixers,20.17619048,837.3860092,0.757467644,93,1062.762501,3.700000048,0.600000024,0.5,0.899999976,31.60000038,8.199999809,5,10.30000019,6258,1656,416.4508333
2021,29.78,-96.24,Texas,C3,Chrysopsis pilosa,Chrysopsis,pilosa,-31.31666667,24.07066667,2.043,AM,NA,20.99613095,838.5140861,0.747559101,59,1091.51786,2.900000095,0.800000012,0.5,1,31.5,7.300000191,4.5,11.10000038,6299,1658,416.4508333
2021,30.93,-96.23,Texas,C3,Commelina erecta,Commelina,erecta,-29.93666667,22.614,3.46365,NM-AM,NA,20.17619048,837.3860092,0.757467644,93,1062.762501,3.599999905,0.600000024,0.400000006,0.800000012,33.79999924,7.900000095,4.900000095,10.5,5877,1706,416.4508333
2021,30.93,-96.23,Texas,C3,Conoclinium coelestinum,Conoclinium,coelestinum,-29.61333333,22.27266667,3.46365,AM,NA,20.17619048,837.3860092,0.757467644,93,1062.762501,3.599999905,0.600000024,0.400000006,0.800000012,33.79999924,7.900000095,4.900000095,10.5,5877,1706,416.4508333
2021,29.85,-99.3,Texas,C3,Euphorbia marginata,Euphorbia,marginata,-30.30333333,23.00066667,2.6211,AM,NA,19.89434524,851.125443,0.89534167,509,641.5000005,2.799999952,1,0.699999988,1.5,45.29999924,11.30000019,6.599999905,17.5,3697,1930,416.4508333
2021,30.82,-98.06,Texas,C3,Ratibida columnifera,Ratibida,columnifera,-30.39333333,23.09533333,5.38,AM,NA,18.56785714,856.651273,0.709246532,353,782.696429,3,1.200000048,0.800000012,1.700000048,30,11.19999981,7,19.79999924,4137,1899,416.4508333
2021,29.96,-98.17,Texas,C3,Nassella leucotricha,Nassella,leucotricha,-26.47,18.97233333,3.200000048,AM,NA,19.94657738,848.1380549,0.775779959,291,847.4642838,3.700000048,1.200000048,0.699999988,1.600000024,39.29999924,10.30000019,6.800000191,17.89999962,4692,1851,416.4508333
2021,31.06,-97.55,Texas,C3,Nassella leucotricha,Nassella,leucotricha,-32.12,24.92,3.46365,AM,NA,19.36473214,858.8850593,0.792438725,270,817.6892848,4,1,0.699999988,1.5,37.09999847,11.19999981,7.099999905,16.70000076,4462,1855,416.4508333
2021,29.59,-100.09,Texas,C3,Croton spp.,Croton,spp.,-30.316,23.014,2.6211,AM,NA,20.00491071,860.5926063,0.97611294,591,500.3839289,4,1.399999976,0.600000024,1.600000024,63.70000076,12.19999981,6.900000095,20.60000038,3303,1994,416.4508333
2021,29.85,-99.3,Texas,C3,Croton spp.,Croton,spp.,-29.4375,22.08875,2.6211,AM,NA,19.89434524,851.125443,0.89534167,509,641.5000005,2.799999952,1,0.699999988,1.5,45.29999924,11.30000019,6.599999905,17.5,3697,1930,416.4508333
2021,30.82,-98.06,Texas,C3,Croton spp.,Croton,spp.,-31.2,23.947,5.38,AM,NA,18.56785714,856.651273,0.709246532,353,782.696429,3,1.200000048,0.800000012,1.700000048,30,11.19999981,7,19.79999924,4137,1899,416.4508333
2021,31.06,-97.55,Texas,C3,Croton spp.,Croton,spp.,-31.4575,24.2195,3.46365,AM,NA,19.36473214,858.8850593,0.792438725,270,817.6892848,4,1,0.699999988,1.5,37.09999847,11.19999981,7.099999905,16.70000076,4462,1855,416.4508333
2021,30.06,-99.34,Texas,C3,Solanum elaeagnifolium,Solanum,elaeagnifolium,-29.92,22.59633333,2.6211,AM,NA,18.67782738,858.2821262,0.801866747,612,675.6767854,4.099999905,1.100000024,0.699999988,1.700000048,51.59999847,12.10000038,7.5,19.79999924,3761,1921,416.4508333
2021,29.59,-100.09,Texas,C3,Diospyros texana,Diospyros,texana,-27.72,20.283,2.6211,AM,NA,20.00491071,860.5926063,0.97611294,591,500.3839289,4,1.399999976,0.600000024,1.600000024,63.70000076,12.19999981,6.900000095,20.60000038,3303,1994,416.4508333
2021,30.52,-96.21,Texas,C3,Diospyros texana,Diospyros,texana,-29.16666667,21.80266667,2.043,AM,NA,20.17619048,837.3860092,0.757467644,93,1062.762501,3.700000048,0.600000024,0.5,0.899999976,31.60000038,8.199999809,5,10.30000019,6258,1656,416.4508333
2021,30.84,-98.34,Texas,C3,Solanum elaeagnifolium,Solanum,elaeagnifolium,-30.54,23.2505,5.38,AM,NA,18.56785714,856.651273,0.709246532,353,782.696429,3.5,1.100000024,0.699999988,1.5,55.59999847,12.80000019,6.300000191,17.89999962,4061,1863,416.4508333
2021,30.28,-96.41,Texas,C3,Engelmannia peristenia,Engelmannia,peristenia,-30.72333333,23.44366667,2.043,AM,NA,20.74732143,835.1717795,0.78112629,76,1097.592857,3.200000048,0.699999988,0.5,0.899999976,33.90000153,7.800000191,4.800000191,10.89999962,6255,1689,416.4508333
2021,30.06,-99.34,Texas,C3,Ratibida columnifera,Ratibida,columnifera,-30.50333333,23.21133333,2.6211,AM,NA,18.67782738,858.2821262,0.801866747,612,675.6767854,4.099999905,1.100000024,0.699999988,1.700000048,51.59999847,12.10000038,7.5,19.79999924,3761,1921,416.4508333
2021,29.88,-95.31,Texas,C3,Prosopis glandulosa,Prosopis,glandulosa,-29.25,21.8915,15.56,AM,Fixers,20.57202381,833.7015577,0.642999751,14,1217.976784,NA,NA,NA,NA,NA,NA,NA,NA,7259,1654,416.4508333
2021,30.84,-98.34,Texas,C3,Gaillardia pulchella,Gaillardia,pulchella,-31.24,23.99,5.38,AM,NA,18.56785714,856.651273,0.709246532,353,782.696429,3.5,1.100000024,0.699999988,1.5,55.59999847,12.80000019,6.300000191,17.89999962,4061,1863,416.4508333
2021,30.01,-98.32,Texas,C3,Gaillardia pulchella,Gaillardia,pulchella,-30,22.68066667,3.200000048,AM,NA,19.10669643,852.7602385,0.736796553,366,855.0928567,3.599999905,1.200000048,0.699999988,1.600000024,34,10.30000019,7,19.89999962,4665,1862,416.4508333
2021,30.06,-99.34,Texas,C3,Gaillardia pulchella,Gaillardia,pulchella,-31.32333333,24.078,2.6211,AM,NA,18.67782738,858.2821262,0.801866747,612,675.6767854,4.099999905,1.100000024,0.699999988,1.700000048,51.59999847,12.10000038,7.5,19.79999924,3761,1921,416.4508333
2021,30.82,-98.06,Texas,C3,Gaillardia pulchella,Gaillardia,pulchella,-31.25666667,24.00733333,5.38,AM,NA,18.56785714,856.651273,0.709246532,353,782.696429,3,1.200000048,0.800000012,1.700000048,30,11.19999981,7,19.79999924,4137,1899,416.4508333
2021,30.52,-96.21,Texas,C3,Solanum elaeagnifolium,Solanum,elaeagnifolium,-29.55666667,22.213,2.043,AM,NA,20.17619048,837.3860092,0.757467644,93,1062.762501,3.700000048,0.600000024,0.5,0.899999976,31.60000038,8.199999809,5,10.30000019,6258,1656,416.4508333
2021,31.06,-97.55,Texas,C3,Gaillardia pulchella,Gaillardia,pulchella,-31.61,24.381,3.46365,AM,NA,19.36473214,858.8850593,0.792438725,270,817.6892848,4,1,0.699999988,1.5,37.09999847,11.19999981,7.099999905,16.70000076,4462,1855,416.4508333
2021,31.06,-97.55,Texas,C3,Glandularia goodingii,Glandularia,goodingii,-30.595,23.3085,3.46365,AM,NA,19.36473214,858.8850593,0.792438725,270,817.6892848,4,1,0.699999988,1.5,37.09999847,11.19999981,7.099999905,16.70000076,4462,1855,416.4508333
2021,30.01,-98.32,Texas,C3,Mimosa spp.,Mimosa,spp.,-28.29666667,20.88866667,3.200000048,AM,Fixers,19.10669643,852.7602385,0.736796553,366,855.0928567,3.599999905,1.200000048,0.699999988,1.600000024,34,10.30000019,7,19.89999962,4665,1862,416.4508333
2021,31.06,-97.55,Texas,C3,Solanum elaeagnifolium,Solanum,elaeagnifolium,-29.834,22.5056,3.46365,AM,NA,19.36473214,858.8850593,0.792438725,270,817.6892848,4,1,0.699999988,1.5,37.09999847,11.19999981,7.099999905,16.70000076,4462,1855,416.4508333
2021,31.06,-97.55,Texas,C3,Mimosa spp.,Mimosa,spp.,-30.84,23.567,3.46365,AM,Fixers,19.36473214,858.8850593,0.792438725,270,817.6892848,4,1,0.699999988,1.5,37.09999847,11.19999981,7.099999905,16.70000076,4462,1855,416.4508333
2021,29.96,-98.17,Texas,C3,Ratibida columnifera,Ratibida,columnifera,-30.74333333,23.465,3.200000048,AM,NA,19.94657738,848.1380549,0.775779959,291,847.4642838,3.700000048,1.200000048,0.699999988,1.600000024,39.29999924,10.30000019,6.800000191,17.89999962,4692,1851,416.4508333
2021,29.86,-97.21,Texas,C3,Prosopis glandulosa,Prosopis,glandulosa,-28.44666667,21.04566667,2.9286,AM,Fixers,20.67395833,847.4902608,0.751844113,125,943.6375001,3.5,1,0.400000006,0.899999976,33.90000153,8.100000381,5.099999905,12.69999981,5563,1716,416.4508333
2021,30.84,-98.34,Texas,C3,Lolium perenne,Lolium,perenne,-30.51666667,23.22533333,5.38,AM,NA,18.56785714,856.651273,0.709246532,353,782.696429,3.5,1.100000024,0.699999988,1.5,55.59999847,12.80000019,6.300000191,17.89999962,4061,1863,416.4508333
2021,29.88,-95.31,Texas,C3,Oenothera spp.,Oenothera,spp.,-30.4,23.102,15.56,AM,NA,20.57202381,833.7015577,0.642999751,14,1217.976784,NA,NA,NA,NA,NA,NA,NA,NA,7259,1654,416.4508333
2021,29.88,-95.31,Texas,C3,Rhynchosia americana,Rhynchosia,americana,-30.16,22.849,15.56,NM-AM,Fixers,20.57202381,833.7015577,0.642999751,14,1217.976784,NA,NA,NA,NA,NA,NA,NA,NA,7259,1654,416.4508333
2021,29.59,-100.09,Texas,C3,Lolium perenne,Lolium,perenne,-25.02,17.4595,2.6211,AM,NA,20.00491071,860.5926063,0.97611294,591,500.3839289,4,1.399999976,0.600000024,1.600000024,63.70000076,12.19999981,6.900000095,20.60000038,3303,1994,416.4508333
2021,30.01,-98.32,Texas,C3,Wedelia acapulcensis,Wedelia,acapulcensis,-29.68333333,22.34733333,3.200000048,AM,NA,19.10669643,852.7602385,0.736796553,366,855.0928567,3.599999905,1.200000048,0.699999988,1.600000024,34,10.30000019,7,19.89999962,4665,1862,416.4508333
2021,30.28,-96.41,Texas,C3,Ruellia nudiflora,Ruellia,nudiflora,-29.65333333,22.31533333,2.043,NM-AM,NA,20.74732143,835.1717795,0.78112629,76,1097.592857,3.200000048,0.699999988,0.5,0.899999976,33.90000153,7.800000191,4.800000191,10.89999962,6255,1689,416.4508333
2021,29.78,-96.24,Texas,C3,Mimosa spp.,Mimosa,spp.,-33.15333333,26.016,2.043,AM,Fixers,20.99613095,838.5140861,0.747559101,59,1091.51786,2.900000095,0.800000012,0.5,1,31.5,7.300000191,4.5,11.10000038,6299,1658,416.4508333
2021,29.88,-95.31,Texas,C3,Mimosa spp.,Mimosa,spp.,-30.268,22.963,15.56,AM,Fixers,20.57202381,833.7015577,0.642999751,14,1217.976784,NA,NA,NA,NA,NA,NA,NA,NA,7259,1654,416.4508333
2021,29.59,-100.09,Texas,C3,Solanum elaeagnifolium,Solanum,elaeagnifolium,-27.52666667,20.08,2.6211,AM,NA,20.00491071,860.5926063,0.97611294,591,500.3839289,4,1.399999976,0.600000024,1.600000024,63.70000076,12.19999981,6.900000095,20.60000038,3303,1994,416.4508333
2021,29.86,-96.71,Texas,C3,Oenothera curtiflora,Oenothera,curtiflora,-31.7,24.476,2.043,AM,NA,20.88407738,841.4919969,0.759502038,95,1010.810717,3.400000095,0.800000012,0.5,0.899999976,36.90000153,8.699999809,4.800000191,11.39999962,5922,1725,416.4508333
2021,30.82,-98.06,Texas,C3,Solanum elaeagnifolium,Solanum,elaeagnifolium,-29.77166667,22.44016667,5.38,AM,NA,18.56785714,856.651273,0.709246532,353,782.696429,3,1.200000048,0.800000012,1.700000048,30,11.19999981,7,19.79999924,4137,1899,416.4508333
2021,31.06,-97.55,Texas,C3,Solanum dimidiatum,Solanum,dimidiatum,-31.15,23.894,3.46365,AM,NA,19.36473214,858.8850593,0.792438725,270,817.6892848,4,1,0.699999988,1.5,37.09999847,11.19999981,7.099999905,16.70000076,4462,1855,416.4508333
2021,29.96,-98.17,Texas,C3,Solanum elaeagnifolium,Solanum,elaeagnifolium,-30.03333333,22.71566667,3.200000048,AM,NA,19.94657738,848.1380549,0.775779959,291,847.4642838,3.700000048,1.200000048,0.699999988,1.600000024,39.29999924,10.30000019,6.800000191,17.89999962,4692,1851,416.4508333
2021,29.59,-100.09,Texas,C3,Ruellia nudiflora,Ruellia,nudiflora,-28.7,21.31242857,2.6211,NM-AM,NA,20.00491071,860.5926063,0.97611294,591,500.3839289,4,1.399999976,0.600000024,1.600000024,63.70000076,12.19999981,6.900000095,20.60000038,3303,1994,416.4508333
2021,29.78,-96.24,Texas,C3,Rudbeckia hirta,Rudbeckia,hirta,-31.23,23.97966667,2.043,AM,NA,20.99613095,838.5140861,0.747559101,59,1091.51786,2.900000095,0.800000012,0.5,1,31.5,7.300000191,4.5,11.10000038,6299,1658,416.4508333
2021,29.86,-96.71,Texas,C3,Solanum elaeagnifolium,Solanum,elaeagnifolium,-30.3,22.997,2.043,AM,NA,20.88407738,841.4919969,0.759502038,95,1010.810717,3.400000095,0.800000012,0.5,0.899999976,36.90000153,8.699999809,4.800000191,11.39999962,5922,1725,416.4508333
2021,31.06,-97.55,Texas,C3,Salvia farinacea,Salvia,farinacea,-30.94666667,23.67933333,3.46365,AM,NA,19.36473214,858.8850593,0.792438725,270,817.6892848,4,1,0.699999988,1.5,37.09999847,11.19999981,7.099999905,16.70000076,4462,1855,416.4508333
2021,29.86,-97.21,Texas,C3,Solanum elaeagnifolium,Solanum,elaeagnifolium,-30.04666667,22.72966667,2.9286,AM,NA,20.67395833,847.4902608,0.751844113,125,943.6375001,3.5,1,0.400000006,0.899999976,33.90000153,8.100000381,5.099999905,12.69999981,5563,1716,416.4508333
2021,29.85,-99.3,Texas,C3,Solanum elaeagnifolium,Solanum,elaeagnifolium,-30.18333333,22.87416667,2.6211,AM,NA,19.89434524,851.125443,0.89534167,509,641.5000005,2.799999952,1,0.699999988,1.5,45.29999924,11.30000019,6.599999905,17.5,3697,1930,416.4508333
2021,30.06,-99.34,Texas,C3,Verbesina occidentalis,Verbesina,occidentalis,-28.81333333,21.43166667,2.6211,AM,NA,18.67782738,858.2821262,0.801866747,612,675.6767854,4.099999905,1.100000024,0.699999988,1.700000048,51.59999847,12.10000038,7.5,19.79999924,3761,1921,416.4508333
NA,-15.15,-47.51,Cornwell,C3,Miconia ferruginata,Miconia,ferruginata,-29.63196429,21.67816784,2.4273483,AM,NA,22.84747024,839.3284408,0.847479967,969,1517.557139,2,1.100000024,0.800000012,1.799999952,29.29999924,15.10000038,9,19.79999924,8940,1597,360
NA,36.75,-6.18,Cornwell,C3,Pistacia lentiscus,Pistacia,lentiscus,-27.438,19.47893488,21.3,AM,NA,18.36130952,938.0225387,0.696006419,19,561.5500012,2.5,1,0.800000012,1.299999952,31.5,13.60000038,9.300000191,13.69999981,3447,1685,360
NA,-15.15,-47.51,Cornwell,C3,Dimorphandra mollis,Dimorphandra,mollis,-28.446,20.49220355,2.4273483,AM,Fixers,22.84747024,839.3284408,0.847479967,969,1517.557139,2,1.100000024,0.800000012,1.799999952,29.29999924,15.10000038,9,19.79999924,8940,1597,360
NA,-2.5,-60,Cornwell,C3,Dimorphandra parviflora,Dimorphandra,parviflora,-31.895,23.95716804,1.8,AM,Fixers,27.49196429,698.8398819,0.621857517,62,2193.599999,2.200000048,0.899999976,0.600000024,1.299999952,31.10000038,12.69999981,7,15.89999962,17855,1336,360
NA,-2.5,-60,Cornwell,C3,Dimorphandra sp,Dimorphandra,sp,-32.46,24.52216804,1.8,AM,Fixers,27.49196429,698.8398819,0.621857517,62,2193.599999,2.200000048,0.899999976,0.600000024,1.299999952,31.10000038,12.69999981,7,15.89999962,17855,1336,360
NA,-12.65,132.92,Cornwell,C3,Tephrosia remotiflora,Tephrosia,remotiflora,-28.2,20.38490063,3,AM,Fixers,27.55193452,1005.022196,1.289011103,160,1380.83036,1.200000048,0.600000024,0.300000012,0.899999976,16.10000038,6.800000191,4.199999809,10.10000038,6652,2239,360
NA,-2.5,-60,Cornwell,C3,Micrandropsis scleroxylon,Micrandropsis,scleroxylon,-31.744,23.80616804,1.8,AM,NA,27.49196429,698.8398819,0.621857517,62,2193.599999,2.200000048,0.899999976,0.600000024,1.299999952,31.10000038,12.69999981,7,15.89999962,17855,1336,360
NA,-12.65,132.92,Cornwell,C3,Eucalyptus tetrodonta,Eucalyptus,tetrodonta,-28.62166667,20.8065673,3,EcM-AM,NA,27.55193452,1005.022196,1.289011103,160,1380.83036,1.200000048,0.600000024,0.300000012,0.899999976,16.10000038,6.800000191,4.199999809,10.10000038,6652,2239,360
NA,-12.65,132.92,Cornwell,C3,Terminalia carpentariae,Terminalia,carpentariae,-28.095,20.27990063,3,AM,NA,27.55193452,1005.022196,1.289011103,160,1380.83036,1.200000048,0.600000024,0.300000012,0.899999976,16.10000038,6.800000191,4.199999809,10.10000038,6652,2239,360
NA,-32.97,146.15,Cornwell,C3,Micromyrtus sessilis,Micromyrtus,sessilis,-28.1,20.18246012,6.04,EcM-AM,NA,17.45535714,988.8765407,1.117957026,297,433.251785,2.099999905,1.299999952,1.5,1.100000024,23.89999962,10,4,13,2062,1997,360
NA,-12.65,132.92,Cornwell,C3,Terminalia grandiflora,Terminalia,grandiflora,-28.52,20.70490063,3,AM,NA,27.55193452,1005.022196,1.289011103,160,1380.83036,1.200000048,0.600000024,0.300000012,0.899999976,16.10000038,6.800000191,4.199999809,10.10000038,6652,2239,360
NA,0.14,-66.46,Cornwell,C3,Dioclea megacarpa,Dioclea,megacarpa,-31.88,23.94654068,12.7775,AM,Fixers,26.02440476,801.0618777,0.413263735,117,2839.598215,2.799999952,1,0.899999976,1.799999952,38.59999847,17.29999924,13.5,24.10000038,19954,1315,360
NA,-12.65,132.92,Cornwell,C3,Dioscorea bulbifera,Dioscorea,bulbifera,-31.55,23.73490063,3,AM,NA,27.55193452,1005.022196,1.289011103,160,1380.83036,1.200000048,0.600000024,0.300000012,0.899999976,16.10000038,6.800000191,4.199999809,10.10000038,6652,2239,360
NA,-3,-55,Cornwell,C3,Cariniana estrellensis,Cariniana,estrellensis,-32.355,24.4163797,2.67,AM,NA,26.91220238,752.6020366,0.494512231,103,1980.083926,2.299999952,1.100000024,0.899999976,1.899999976,26.79999924,15,6.5,16.10000038,14031,1317,360
NA,-3,-55,Cornwell,C3,Micropholis guyanensis,Micropholis,guyanensis,-29.48561096,21.54699066,2.67,AM,NA,26.91220238,752.6020366,0.494512231,103,1980.083926,2.299999952,1.100000024,0.899999976,1.899999976,26.79999924,15,6.5,16.10000038,14031,1317,360
NA,2,-65,Cornwell,C3,Diospyros guianensis,Diospyros,guianensis,-32.19,24.25983037,3.9036,AM,NA,24.42872024,808.5683572,0.395538322,400,2885.235711,2.700000048,1.100000024,0.699999988,1.899999976,29.79999924,17,11.10000038,23.10000038,17149,1471,360
NA,-12.65,132.92,Cornwell,C3,Carpentaria acuminata,Carpentaria,acuminata,-34.05,26.23490063,3,AM,NA,27.55193452,1005.022196,1.289011103,160,1380.83036,1.200000048,0.600000024,0.300000012,0.899999976,16.10000038,6.800000191,4.199999809,10.10000038,6652,2239,360
NA,-8.45,-63.23,Cornwell,C3,Micropholis sp,Micropholis,sp,-31.68,23.73362366,1.713,AM,NA,26.43720238,708.8204468,0.493044473,89,2200.001788,2.299999952,0.800000012,0.5,1.100000024,25,9.300000191,5.699999809,14.30000019,18312,1239,360
NA,-8.45,-63.23,Cornwell,C3,Diospyros subrotata,Diospyros,subrotata,-31.9,23.95362366,1.713,AM,NA,26.43720238,708.8204468,0.493044473,89,2200.001788,2.299999952,0.800000012,0.5,1.100000024,25,9.300000191,5.699999809,14.30000019,18312,1239,360
NA,21.15,-89.82,Cornwell,C3,Diospyros tetrasperma,Diospyros,tetrasperma,-27.70360307,19.72523288,3.1,AM,NA,26.17782738,881.7264825,0.890784014,3,0,6,3.5,3.099999905,3.799999952,81.90000153,43.40000153,24.5,75.19999695,3890,1914,360
NA,21.15,-89.82,Cornwell,C3,Diphysa carthagenensis,Diphysa,carthagenensis,-28.467,20.48862981,3.1,AM,Fixers,26.17782738,881.7264825,0.890784014,3,0,6,3.5,3.099999905,3.799999952,81.90000153,43.40000153,24.5,75.19999695,3890,1914,360
NA,-8.45,-63.23,Cornwell,C3,Micropholis venulosa,Micropholis,venulosa,-32.08,24.13362366,1.713,AM,NA,26.43720238,708.8204468,0.493044473,89,2200.001788,2.299999952,0.800000012,0.5,1.100000024,25,9.300000191,5.699999809,14.30000019,18312,1239,360
NA,-2.5,-60,Cornwell,C3,Micropholis williamii,Micropholis,williamii,-33.9975,26.05966804,1.8,AM,NA,27.49196429,698.8398819,0.621857517,62,2193.599999,2.200000048,0.899999976,0.600000024,1.299999952,31.10000038,12.69999981,7,15.89999962,17855,1336,360
NA,-2.5,-60,Cornwell,C3,Diplotropis triloba,Diplotropis,triloba,-29.71,21.77216804,1.8,AM,Fixers,27.49196429,698.8398819,0.621857517,62,2193.599999,2.200000048,0.899999976,0.600000024,1.299999952,31.10000038,12.69999981,7,15.89999962,17855,1336,360
NA,-15.15,-47.51,Cornwell,C3,Andira humilis,Andira,humilis,-29.459375,21.50557855,2.4273483,AM,Fixers,22.84747024,839.3284408,0.847479967,969,1517.557139,2,1.100000024,0.800000012,1.799999952,29.29999924,15.10000038,9,19.79999924,8940,1597,360
NA,-2.5,-60,Cornwell,C3,Dipteryx magnifica,Dipteryx,magnifica,-31.53,23.59216804,1.8,AM,Non_fixers,27.49196429,698.8398819,0.621857517,62,2193.599999,2.200000048,0.899999976,0.600000024,1.299999952,31.10000038,12.69999981,7,15.89999962,17855,1336,360
NA,-2.85,-54.95,Cornwell,C3,Dipteryx odorata,Dipteryx,odorata,-28.19,20.25161486,2.67,AM,Non_fixers,26.62901786,768.7785703,0.508953691,79,1962.476787,2.700000048,1.600000024,1.200000048,2.299999952,35.40000153,20.5,8.100000381,19.5,14366,1305,360
NA,-2.5,-60,Cornwell,C3,Dipteryx odorata,Dipteryx,odorata,-29.585,21.64716804,1.8,AM,Non_fixers,27.49196429,698.8398819,0.621857517,62,2193.599999,2.200000048,0.899999976,0.600000024,1.299999952,31.10000038,12.69999981,7,15.89999962,17855,1336,360
NA,-2.5,-60,Cornwell,C3,Dipteryx punctata,Dipteryx,punctata,-29.56,21.62216804,1.8,AM,Non_fixers,27.49196429,698.8398819,0.621857517,62,2193.599999,2.200000048,0.899999976,0.600000024,1.299999952,31.10000038,12.69999981,7,15.89999962,17855,1336,360
NA,-15.15,-47.51,Cornwell,C3,Mimosa claussenii,Mimosa,claussenii,-29.836,21.88220355,2.4273483,AM,Fixers,22.84747024,839.3284408,0.847479967,969,1517.557139,2,1.100000024,0.800000012,1.799999952,29.29999924,15.10000038,9,19.79999924,8940,1597,360
