year,lat,lon,dataset,PS_pathway,species,Genus,epithet,little_d13,big_D13,phosphorus,myco_type,N_fix,tmp,par,vpd,z,pre_mean,nitrogen_0.5cm,nitrogen_15.30cm,nitrogen_30.60cm,nitrogen_5.15cm,soc_0.5cm,soc_15.30cm,soc_30.60cm,soc_5.15cm,awi_pm_sr_yr,pet_pm_sr_yr,CO2
1998,-17.3,130.75,Cornwell,C3,Eucalyptus brevifolia,Eucalyptus,brevifolia,-27.3,20,3,EcM-AM,NA,26.5641369,1081.398677,1.917522553,226,649.2625009,0.800000012,0.800000012,0.600000024,0.699999988,6.800000191,5.599999905,4.5,6.300000191,2158,2789,366.84
1998,5.3,-53.5,Diefendorf,C3,Lecythis idatimon,Lecythis,idatimon,-31.7,24.55,2.65615,AM,NA,25.86770833,889.5192822,0.786485767,77,2746.214287,4.099999905,2.799999952,1.899999976,2.799999952,67,18.89999962,11.5,27.20000076,16728,1627,366.84
1998,-16.117,130.917,Cornwell,C3,Eucalyptus brevifolia,Eucalyptus,brevifolia,-26.4,19.1,3,EcM-AM,NA,27.08705357,1061.376936,1.81177419,148,796.6482162,0.5,0.5,0.300000012,0.5,8.199999809,5.300000191,3.799999952,7,2801,2606,366.84
1998,5.33,-52.83,Diefendorf,C3,Pradosia cochlearia,Pradosia,cochlearia,-30.6,23.39,2.65615,AM,NA,26.38452381,942.5090292,0.470078677,21,2977.580355,5.800000191,4,2.700000048,3.5,91.90000153,51.40000153,40.09999847,54.20000076,12695,1652,366.84
1998,53.629,-106.197,Cornwell,C3,Linnaea borealis,Linnaea,borealis,-33.2462,25.58094941,16.068,AM,NA,10.27369048,876.3712944,0.420974852,567,342.3982141,1.5,1.100000024,1.100000024,1.299999952,32.79999924,12,10.39999962,23.79999924,5551,846,366.84
1998,46.4,9.8,Cornwell,C3,Picea abies,Picea,abies,-26.7075,19.325,15.5,EcM,NA,5.609315476,845.9394841,0.178620699,1953,1153.889287,5.199999809,3.299999952,2.5,4.199999809,86.30000305,33.5,24.70000076,51.09999847,14998,653,366.84
1998,55.75,-97.867,Cornwell,C3,Potentilla palustris,Potentilla,palustris,-29.6,21.939712,5.795,AM,NA,10.12022959,844.0570313,0.374627388,207,380.9535709,3.599999905,5.199999809,5.400000095,4.400000095,85.80000305,74.5,75.30000305,75.30000305,7315,728,366.84
1998,48.417,-115.8,Cornwell,C3,Larix occidentalis,Larix,occidentalis,-27.67,20.335,2.5829,EcM,NA,9.480435091,853.7969337,0.529642425,1223,377.5714285,4.699999809,2.200000048,2,2.299999952,85,19.39999962,10.30000019,37.59999847,6406,1097,366.84
1998,55.927,-98.62,Cornwell,C3,Vaccinium myrtilloides,Vaccinium,myrtilloides,-29.3139,21.65401763,5.795,ErM,NA,10.30667517,841.9499295,0.396612193,254,360.2071431,1.899999976,0.899999976,1.100000024,0.899999976,31.39999962,26,27.89999962,26,7131,716,366.84
1998,55.88,-98.67,Cornwell,C3,Arctostaphylos densiflora,Arctostaphylos,densiflora,-32.231,24.57101005,5.795,EcM,NA,10.30667517,841.9499295,0.396612193,254,360.2071431,2.599999905,1.5,1.399999976,1.799999952,70.09999847,44.79999924,46.90000153,54,7079,718,366.84
1998,53.916,-104.69,Cornwell,C3,Arctostaphylos densiflora,Arctostaphylos,densiflora,-29.0355,21.37093157,47.69,EcM,NA,10.91290816,875.8696303,0.451726178,495,351.5357128,1.100000024,1.100000024,1.399999976,1.399999976,21.79999924,33.5,30.79999924,26.60000038,5824,812,366.84
1998,53.916,-104.69,Cornwell,C3,Alnus crispa,Alnus,crispa,-28.8379,21.17333157,47.69,EcM,Fixers,10.91290816,875.8696303,0.451726178,495,351.5357128,1.100000024,1.100000024,1.399999976,1.399999976,21.79999924,33.5,30.79999924,26.60000038,5824,812,366.84
1998,5.3,-53.5,Diefendorf,C3,Licania granvillei,Licania,granvillei,-31,23.81,2.65615,AM,NA,25.86770833,889.5192822,0.786485767,77,2746.214287,4.099999905,2.799999952,1.899999976,2.799999952,67,18.89999962,11.5,27.20000076,16728,1627,366.84
1998,-17.3,130.75,Cornwell,C3,Corymbia bleeseri,Corymbia,bleeseri,-27.1,19.8,3,EcM-AM,NA,26.5641369,1081.398677,1.917522553,226,649.2625009,0.800000012,0.800000012,0.600000024,0.699999988,6.800000191,5.599999905,4.5,6.300000191,2158,2789,366.84
1998,55.7,-98.51,Cornwell,C3,Petasites palmatus,Petasites,palmatus,-32.4458,24.78539717,5.795,AM,NA,10.30667517,841.9499295,0.396612193,254,360.2071431,3.299999952,3.200000048,3.5,3.299999952,70.09999847,51.09999847,51.59999847,56.5,7113,715,366.84
1998,5.33,-52.83,Diefendorf,C3,Ocotea rubra,Ocotea,rubra,-31.9,24.76,2.65615,AM,NA,26.38452381,942.5090292,0.470078677,21,2977.580355,5.800000191,4,2.700000048,3.5,91.90000153,51.40000153,40.09999847,54.20000076,12695,1652,366.84
1998,53.629,-106.197,Cornwell,C3,Populus tremuloides,Populus,tremuloides,-27.223,19.55774941,16.068,EcM-AM,NA,10.27369048,876.3712944,0.420974852,567,342.3982141,1.5,1.100000024,1.100000024,1.299999952,32.79999924,12,10.39999962,23.79999924,5551,846,366.84
1998,53.629,-106.197,Cornwell,C3,Corylus cornuta,Corylus,cornuta,-28.8346,21.16934941,16.068,EcM,NA,10.27369048,876.3712944,0.420974852,567,342.3982141,1.5,1.100000024,1.100000024,1.299999952,32.79999924,12,10.39999962,23.79999924,5551,846,366.84
1998,53.985,-105.122,Cornwell,C3,Picea mariana,Picea,mariana,-26.1731,18.50869509,16.068,EcM,NA,10.71517007,876.0966037,0.44159076,525,349.7339286,1.100000024,1.399999976,1.100000024,1.200000048,24.89999962,23.89999962,32.59999847,21.60000038,5658,832,366.84
1998,5.33,-52.83,Diefendorf,C3,Bocoa prouacensis,Bocoa,prouacensis,-31.8,24.65,2.65615,AM,Fixers,26.38452381,942.5090292,0.470078677,21,2977.580355,5.800000191,4,2.700000048,3.5,91.90000153,51.40000153,40.09999847,54.20000076,12695,1652,366.84
1998,71.32,-156.62,Try,C3,Phillyrea latifolia,Phillyrea,latifolia,-27.2425,19.78150793,4.188,AM,NA,3.232291667,730.2153866,0.104022671,8,63.34642848,11.39999962,6.699999809,6.900000095,8.5,367.2000122,159.3999939,137.8999939,238.6999969,4723,226,366.84
1998,5.33,-52.83,Diefendorf,C3,Trichilia sp.,Trichilia,sp.,-30.8,23.6,2.65615,AM,NA,26.38452381,942.5090292,0.470078677,21,2977.580355,5.800000191,4,2.700000048,3.5,91.90000153,51.40000153,40.09999847,54.20000076,12695,1652,366.84
1998,5.33,-52.83,Diefendorf,C3,Eperua grandiflora,Eperua,grandiflora,-28.9,21.59,2.65615,AM,Non_fixers,26.38452381,942.5090292,0.470078677,21,2977.580355,5.800000191,4,2.700000048,3.5,91.90000153,51.40000153,40.09999847,54.20000076,12695,1652,366.84
1998,46.85,-113.883,Cornwell,C3,Pseudotsuga macrocarpa,Pseudotsuga,macrocarpa,-25.64,18.205,5.23575,EcM,NA,10.38539399,826.62041,0.612741051,1513,265.4678571,4.900000095,1.600000024,0.800000012,2,54.90000153,13.5,6.900000095,25.39999962,3094,1221,366.84
1998,-14.3,132.083,Cornwell,C3,Corymbia bleeseri,Corymbia,bleeseri,-26.9,19.63,3,EcM-AM,NA,26.78794643,1037.621116,1.488715301,256,1099.58393,0.699999988,0.600000024,0.400000006,0.699999988,7.099999905,4.199999809,3,6,4208,2411,366.84
1998,5.3,-53.5,Diefendorf,C3,Dendrobangia boliviana,Dendrobangia,boliviana,-31.3,24.125,2.65615,AM,NA,25.86770833,889.5192822,0.786485767,77,2746.214287,4.099999905,2.799999952,1.899999976,2.799999952,67,18.89999962,11.5,27.20000076,16728,1627,366.84
1998,-12.683,132.383,Cornwell,C3,Eucalyptus tectifica,Eucalyptus,tectifica,-26.2,18.9,3,EcM-AM,NA,27.55431548,999.9668586,1.261614029,86,1398.664284,1.200000048,0.699999988,0.5,1.100000024,21.79999924,12,7.800000191,19.20000076,6856,2263,366.84
1998,5.33,-52.83,Diefendorf,C3,Lecythis hartacea,Lecythis,hartacea,-30.8,23.6,2.65615,AM,NA,26.38452381,942.5090292,0.470078677,21,2977.580355,5.800000191,4,2.700000048,3.5,91.90000153,51.40000153,40.09999847,54.20000076,12695,1652,366.84
1998,-17.3,130.75,Cornwell,C3,Terminalia arostrata,Terminalia,arostrata,-27.6,20.36,3,AM,NA,26.5641369,1081.398677,1.917522553,226,649.2625009,0.800000012,0.800000012,0.600000024,0.699999988,6.800000191,5.599999905,4.5,6.300000191,2158,2789,366.84
1998,5.3,-53.5,Diefendorf,C3,Eschweilera coriacea,Eschweilera,coriacea,-31.1,23.91,2.65615,AM,NA,25.86770833,889.5192822,0.786485767,77,2746.214287,4.099999905,2.799999952,1.899999976,2.799999952,67,18.89999962,11.5,27.20000076,16728,1627,366.84
1998,-14.3,132.083,Cornwell,C3,Eucalyptus tectifica,Eucalyptus,tectifica,-26,18.6,3,EcM-AM,NA,26.78794643,1037.621116,1.488715301,256,1099.58393,0.699999988,0.600000024,0.400000006,0.699999988,7.099999905,4.199999809,3,6,4208,2411,366.84
1998,55.88,-98.67,Cornwell,C3,Fragaria australis,Fragaria,australis,-30.953,23.29301005,5.795,AM,NA,10.30667517,841.9499295,0.396612193,254,360.2071431,2.599999905,1.5,1.399999976,1.799999952,70.09999847,44.79999924,46.90000153,54,7079,718,366.84
1998,53.985,-105.122,Cornwell,C3,Cornus canadensis,Cornus,canadensis,-28.5682,20.90379509,16.068,AM,NA,10.71517007,876.0966037,0.44159076,525,349.7339286,1.100000024,1.399999976,1.100000024,1.200000048,24.89999962,23.89999962,32.59999847,21.60000038,5658,832,366.84
1998,48.417,-115.8,Cornwell,C3,Pinus contorta,Pinus,contorta,-28.18,20.875,2.5829,EcM,NA,9.480435091,853.7969337,0.529642425,1223,377.5714285,4.699999809,2.200000048,2,2.299999952,85,19.39999962,10.30000019,37.59999847,6406,1097,366.84
1998,5.3,-53.5,Diefendorf,C3,Ecclinusa guianensis,Ecclinusa,guianensis,-29.9,22.65,2.65615,AM,NA,25.86770833,889.5192822,0.786485767,77,2746.214287,4.099999905,2.799999952,1.899999976,2.799999952,67,18.89999962,11.5,27.20000076,16728,1627,366.84
1998,55.75,-97.867,Cornwell,C3,Cornus canadensis,Cornus,canadensis,-29.45,21.789712,5.795,AM,NA,10.12022959,844.0570313,0.374627388,207,380.9535709,3.599999905,5.199999809,5.400000095,4.400000095,85.80000305,74.5,75.30000305,75.30000305,7315,728,366.84
1998,44.21,-85.89,Sheldon ,C3,Thuja occidentalis,Thuja,occidentalis,-27.01886378,19.46478002,46.2935,AM,NA,12.24948909,799.9479036,0.413298461,314,665.5071437,5.800000191,1.600000024,1.200000048,2.799999952,64.5,17.29999924,14.5,31.60000038,8418,1010,366.84
1998,5.3,-53.5,Diefendorf,C3,Balizia pedicellaris,Balizia,pedicellaris,-27.9,20.54,2.65615,AM,NA,25.86770833,889.5192822,0.786485767,77,2746.214287,4.099999905,2.799999952,1.899999976,2.799999952,67,18.89999962,11.5,27.20000076,16728,1627,366.84
1998,5.3,-53.5,Diefendorf,C3,Ocotea rubra,Ocotea,rubra,-29.1,21.8,2.65615,AM,NA,25.86770833,889.5192822,0.786485767,77,2746.214287,4.099999905,2.799999952,1.899999976,2.799999952,67,18.89999962,11.5,27.20000076,16728,1627,366.84
1998,5.3,-53.5,Diefendorf,C3,Pseudopiptadenia suaveol,Pseudopiptadenia,suaveol,-29,21.7,2.65615,AM,Fixers,25.86770833,889.5192822,0.786485767,77,2746.214287,4.099999905,2.799999952,1.899999976,2.799999952,67,18.89999962,11.5,27.20000076,16728,1627,366.84
1998,37.01,-122.06,Diefendorf,C3,Corylus californica,Corylus,californica,-29.84,22.58,25.7985,EcM,NA,14.37068452,893.9641566,0.456928307,211,633.6607159,5.5,1.299999952,0.800000012,1.799999952,77.30000305,18.89999962,12.19999981,32.79999924,5414,1534,366.84
1998,-11.767,130.867,Cornwell,C3,Persoonia falcata,Persoonia,falcata,-30,22.89,3,NM,NA,27.3139881,996.2009232,1.099263601,11,1795.601785,1.399999976,1,0.899999976,1.299999952,25.39999962,19.29999924,16.89999962,18.29999924,8214,2058,366.84
1998,-17.3,130.75,Cornwell,C3,Bauhinia cunninghamii,Bauhinia,cunninghamii,-24.8,17.43,3,AM,Non_fixers,26.5641369,1081.398677,1.917522553,226,649.2625009,0.800000012,0.800000012,0.600000024,0.699999988,6.800000191,5.599999905,4.5,6.300000191,2158,2789,366.84
1998,5.3,-53.5,Diefendorf,C3,Sclerolobium albiflorum,Sclerolobium,albiflorum,-30,22.75,2.65615,AM,Non_fixers,25.86770833,889.5192822,0.786485767,77,2746.214287,4.099999905,2.799999952,1.899999976,2.799999952,67,18.89999962,11.5,27.20000076,16728,1627,366.84
1998,5.33,-52.83,Diefendorf,C3,Chrysophyllum sanguino,Chrysophyllum,sanguino,-30.3,23.07,2.65615,AM,NA,26.38452381,942.5090292,0.470078677,21,2977.580355,5.800000191,4,2.700000048,3.5,91.90000153,51.40000153,40.09999847,54.20000076,12695,1652,366.84
1998,55.927,-98.62,Cornwell,C3,Gaultheria procumbens,Gaultheria,procumbens,-28.792625,21.13274263,5.795,ErM,NA,10.30667517,841.9499295,0.396612193,254,360.2071431,1.899999976,0.899999976,1.100000024,0.899999976,31.39999962,26,27.89999962,26,7131,716,366.84
1998,5.3,-53.5,Diefendorf,C3,Chrysophyllum prieurii,Chrysophyllum,prieurii,-30,22.75,2.65615,AM,NA,25.86770833,889.5192822,0.786485767,77,2746.214287,4.099999905,2.799999952,1.899999976,2.799999952,67,18.89999962,11.5,27.20000076,16728,1627,366.84
1998,53.629,-106.197,Cornwell,C3,Fragaria australis,Fragaria,australis,-31.6918,24.02654941,16.068,AM,NA,10.27369048,876.3712944,0.420974852,567,342.3982141,1.5,1.100000024,1.100000024,1.299999952,32.79999924,12,10.39999962,23.79999924,5551,846,366.84
1998,5.3,-53.5,Diefendorf,C3,Pouteria eugeniifolia,Pouteria,eugeniifolia,-28.8,21.49,2.65615,AM,NA,25.86770833,889.5192822,0.786485767,77,2746.214287,4.099999905,2.799999952,1.899999976,2.799999952,67,18.89999962,11.5,27.20000076,16728,1627,366.84
1998,47.917,-113.817,Cornwell,C3,Larix occidentalis,Larix,occidentalis,-27.055,19.69,5.2021,EcM,NA,9.198650085,861.7223429,0.529558701,1607,310.778571,5.599999905,1.5,1,2.299999952,68.59999847,17.39999962,11.69999981,37.70000076,5954,1162,366.84
1998,55.75,-97.867,Cornwell,C3,Linnaea borealis,Linnaea,borealis,-33.2,25.539712,5.795,AM,NA,10.12022959,844.0570313,0.374627388,207,380.9535709,3.599999905,5.199999809,5.400000095,4.400000095,85.80000305,74.5,75.30000305,75.30000305,7315,728,366.84
1998,53.5,-105.75,Cornwell,C3,Arctostaphylos densiflora,Arctostaphylos,densiflora,-30.4,22.73444175,16.068,EcM,NA,10.9697449,890.1884904,0.460664716,461,332.7428574,3.700000048,2.200000048,1.700000048,2.599999905,44.70000076,14,10.19999981,28.60000038,5173,862,366.84
1998,5.33,-52.83,Diefendorf,C3,Andira coriacea,Andira,coriacea,-30.8,23.6,2.65615,AM,Fixers,26.38452381,942.5090292,0.470078677,21,2977.580355,5.800000191,4,2.700000048,3.5,91.90000153,51.40000153,40.09999847,54.20000076,12695,1652,366.84
1998,47.917,-113.817,Cornwell,C3,Pseudotsuga macrocarpa,Pseudotsuga,macrocarpa,-26.85,19.475,5.2021,EcM,NA,9.198650085,861.7223429,0.529558701,1607,310.778571,5.599999905,1.5,1,2.299999952,68.59999847,17.39999962,11.69999981,37.70000076,5954,1162,366.84
1998,46.85,-113.883,Cornwell,C3,Larix occidentalis,Larix,occidentalis,-26.355,18.955,5.23575,EcM,NA,10.38539399,826.62041,0.612741051,1513,265.4678571,4.900000095,1.600000024,0.800000012,2,54.90000153,13.5,6.900000095,25.39999962,3094,1221,366.84
1998,56,-98.5,Cornwell,C3,Larix laricina,Larix,laricina,-28.47,21.17,5.795,EcM,NA,10.30667517,841.9499295,0.396612193,254,372.4696429,2.400000095,1.799999952,2.400000095,1.700000048,59.29999924,37.70000076,36.59999847,45.90000153,7251,706,366.84
1998,52,-105,Cornwell,C3,Larix laricina,Larix,laricina,-28.02,20.7,7.571,EcM,NA,12.03318452,916.2685079,0.558362657,530,313.0107146,4,1.700000048,1.399999976,2.5,47.79999924,22.20000076,14.10000038,34.29999924,4289,937,366.84
1998,53.985,-105.122,Cornwell,C3,Rhododendron groenlandicum,Rhododendron,groenlandicum,-29.6747,22.01029509,16.068,ErM,NA,10.71517007,876.0966037,0.44159076,525,349.7339286,1.100000024,1.399999976,1.100000024,1.200000048,24.89999962,23.89999962,32.59999847,21.60000038,5658,832,366.84
1998,5.33,-52.83,Diefendorf,C3,Chrysophyllum prieurii,Chrysophyllum,prieurii,-29.7,22.44,2.65615,AM,NA,26.38452381,942.5090292,0.470078677,21,2977.580355,5.800000191,4,2.700000048,3.5,91.90000153,51.40000153,40.09999847,54.20000076,12695,1652,366.84
1998,5.3,-53.5,Diefendorf,C3,Thyrsodium guianense,Thyrsodium,guianense,-30.2,22.96,2.65615,AM,NA,25.86770833,889.5192822,0.786485767,77,2746.214287,4.099999905,2.799999952,1.899999976,2.799999952,67,18.89999962,11.5,27.20000076,16728,1627,366.84
1998,5.3,-53.5,Diefendorf,C3,Pouteria guianensis,Pouteria,guianensis,-32.8,25.71,2.65615,AM,NA,25.86770833,889.5192822,0.786485767,77,2746.214287,4.099999905,2.799999952,1.899999976,2.799999952,67,18.89999962,11.5,27.20000076,16728,1627,366.84
1998,5.3,-53.5,Diefendorf,C3,Brosimum guianense,Brosimum,guianense,-29.6,22.33,2.65615,AM,NA,25.86770833,889.5192822,0.786485767,77,2746.214287,4.099999905,2.799999952,1.899999976,2.799999952,67,18.89999962,11.5,27.20000076,16728,1627,366.84
1998,5.33,-52.83,Diefendorf,C3,Balizia pedicellaris,Balizia,pedicellaris,-29.5,22.23,2.65615,AM,NA,26.38452381,942.5090292,0.470078677,21,2977.580355,5.800000191,4,2.700000048,3.5,91.90000153,51.40000153,40.09999847,54.20000076,12695,1652,366.84
1998,5.3,-53.5,Diefendorf,C3,Dacryodes nitens,Dacryodes,nitens,-31.7,24.55,2.65615,AM,NA,25.86770833,889.5192822,0.786485767,77,2746.214287,4.099999905,2.799999952,1.899999976,2.799999952,67,18.89999962,11.5,27.20000076,16728,1627,366.84
1998,37.721031,-105.517896,Sheldon ,C3,Populus tremuloides,Populus,tremuloides,-23.50201158,15.79318316,8.0155,EcM-AM,NA,11.10469246,979.9219309,0.754939534,2427,187.8999999,2.5,1.200000048,1,1.799999952,23,12.10000038,7.5,17.5,1864,1544,366.84
1998,55.75,-97.867,Cornwell,C3,Solidago bartramiana,Solidago,bartramiana,-30.4,22.739712,5.795,AM,NA,10.12022959,844.0570313,0.374627388,207,380.9535709,3.599999905,5.199999809,5.400000095,4.400000095,85.80000305,74.5,75.30000305,75.30000305,7315,728,366.84
1998,5.33,-52.83,Diefendorf,C3,Mouriri crassifolia,Mouriri,crassifolia,-30.9,23.7,2.65615,AM,NA,26.38452381,942.5090292,0.470078677,21,2977.580355,5.800000191,4,2.700000048,3.5,91.90000153,51.40000153,40.09999847,54.20000076,12695,1652,366.84
1998,-17.3,130.75,Cornwell,C3,Hakea leucoptera,Hakea,leucoptera,-26.8,19.52,3,NM,NA,26.5641369,1081.398677,1.917522553,226,649.2625009,0.800000012,0.800000012,0.600000024,0.699999988,6.800000191,5.599999905,4.5,6.300000191,2158,2789,366.84
1998,55.88,-98.67,Cornwell,C3,Cornus canadensis,Cornus,canadensis,-28.8654,21.20541005,5.795,AM,NA,10.30667517,841.9499295,0.396612193,254,360.2071431,2.599999905,1.5,1.399999976,1.799999952,70.09999847,44.79999924,46.90000153,54,7079,718,366.84
1998,-12.683,132.383,Cornwell,C3,Corymbia porrecta,Corymbia,porrecta,-28.8,21.6,3,EcM-AM,NA,27.55431548,999.9668586,1.261614029,86,1398.664284,1.200000048,0.699999988,0.5,1.100000024,21.79999924,12,7.800000191,19.20000076,6856,2263,366.84
1998,5.3,-53.5,Diefendorf,C3,Pouteria grandis,Pouteria,grandis,-30.4,23.17,2.65615,AM,NA,25.86770833,889.5192822,0.786485767,77,2746.214287,4.099999905,2.799999952,1.899999976,2.799999952,67,18.89999962,11.5,27.20000076,16728,1627,366.84
1998,55.75,-97.867,Cornwell,C3,Rosa acicularis,Rosa,acicularis,-28.35,20.689712,5.795,AM,NA,10.12022959,844.0570313,0.374627388,207,380.9535709,3.599999905,5.199999809,5.400000095,4.400000095,85.80000305,74.5,75.30000305,75.30000305,7315,728,366.84
1998,-17.3,130.75,Cornwell,C3,Ventilago viminalis,Ventilago,viminalis,-27.1,19.84,3,AM,NA,26.5641369,1081.398677,1.917522553,226,649.2625009,0.800000012,0.800000012,0.600000024,0.699999988,6.800000191,5.599999905,4.5,6.300000191,2158,2789,366.84
1998,30.667,104.067,Cornwell,C3,Larix gmelinii,Larix,gmelinii,-27.55,20.21,5.7215,EcM,NA,16.63958333,635.0475077,0.430771078,542,944.251787,NA,NA,NA,NA,NA,NA,NA,NA,10358,930,366.84
1998,5.3,-53.5,Diefendorf,C3,Humiriastrum subcrenat,Humiriastrum,subcrenat,-33.75,26.725,2.65615,AM,NA,25.86770833,889.5192822,0.786485767,77,2746.214287,4.099999905,2.799999952,1.899999976,2.799999952,67,18.89999962,11.5,27.20000076,16728,1627,366.84
1998,5.3,-53.5,Diefendorf,C3,Tetragastris panamensis,Tetragastris,panamensis,-28.7,21.38,2.65615,NM-AM,NA,25.86770833,889.5192822,0.786485767,77,2746.214287,4.099999905,2.799999952,1.899999976,2.799999952,67,18.89999962,11.5,27.20000076,16728,1627,366.84
1998,53.916,-104.69,Cornwell,C3,Vaccinium myrtilloides,Vaccinium,myrtilloides,-29.2605,21.59593157,47.69,ErM,NA,10.91290816,875.8696303,0.451726178,495,351.5357128,1.100000024,1.100000024,1.399999976,1.399999976,21.79999924,33.5,30.79999924,26.60000038,5824,812,366.84
1998,5.3,-53.5,Diefendorf,C3,Posoqueria latifolia,Posoqueria,latifolia,-30.8,23.6,2.65615,AM,NA,25.86770833,889.5192822,0.786485767,77,2746.214287,4.099999905,2.799999952,1.899999976,2.799999952,67,18.89999962,11.5,27.20000076,16728,1627,366.84
1998,53.916,-104.69,Cornwell,C3,Solidago bartramiana,Solidago,bartramiana,-30.402,22.73743157,47.69,AM,NA,10.91290816,875.8696303,0.451726178,495,351.5357128,1.100000024,1.100000024,1.399999976,1.399999976,21.79999924,33.5,30.79999924,26.60000038,5824,812,366.84
1998,5.33,-52.83,Diefendorf,C3,Swartzia polyphylla,Swartzia,polyphylla,-29.2,21.91,2.65615,AM,Fixers,26.38452381,942.5090292,0.470078677,21,2977.580355,5.800000191,4,2.700000048,3.5,91.90000153,51.40000153,40.09999847,54.20000076,12695,1652,366.84
1998,5.3,-53.5,Diefendorf,C3,Symphonia sp.,Symphonia,sp.,-30.3,23.065,2.65615,AM,NA,25.86770833,889.5192822,0.786485767,77,2746.214287,4.099999905,2.799999952,1.899999976,2.799999952,67,18.89999962,11.5,27.20000076,16728,1627,366.84
1998,53.629,-106.197,Cornwell,C3,Cornus canadensis,Cornus,canadensis,-30.9574,23.29214941,16.068,AM,NA,10.27369048,876.3712944,0.420974852,567,342.3982141,1.5,1.100000024,1.100000024,1.299999952,32.79999924,12,10.39999962,23.79999924,5551,846,366.84
1998,45.933,-66.633,Cornwell,C3,Larix laricina,Larix,laricina,-28.58,21.29,5.596,EcM,NA,11.27874504,813.938577,0.360300101,90,789.1071431,4.800000191,1.700000048,1.200000048,2.900000095,92.09999847,23.79999924,12.30000019,33.79999924,12568,920,366.84
1998,5.3,-53.5,Diefendorf,C3,Couma guianensis,Couma,guianensis,-28.9,21.59,2.65615,AM,NA,25.86770833,889.5192822,0.786485767,77,2746.214287,4.099999905,2.799999952,1.899999976,2.799999952,67,18.89999962,11.5,27.20000076,16728,1627,366.84
1998,5.33,-52.83,Diefendorf,C3,Brosimum acutifolium,Brosimum,acutifolium,-31.6,24.44,2.65615,AM,NA,26.38452381,942.5090292,0.470078677,21,2977.580355,5.800000191,4,2.700000048,3.5,91.90000153,51.40000153,40.09999847,54.20000076,12695,1652,366.84
1998,47.367,8.533,Cornwell,C3,Larix decidua,Larix,decidua,-26.57,19.19,11.4,EcM,NA,9.920464466,635.0107753,0.332950923,741,1168.682141,NA,NA,NA,NA,NA,NA,NA,NA,12270,900,366.84
1998,5.33,-52.83,Diefendorf,C3,Symphonia sp.,Symphonia,sp.,-30.1,22.86,2.65615,AM,NA,26.38452381,942.5090292,0.470078677,21,2977.580355,5.800000191,4,2.700000048,3.5,91.90000153,51.40000153,40.09999847,54.20000076,12695,1652,366.84
